id,CityEnglish,CityPinyan,CityAvgAQI,SitePinyan,AQI,PM2_5,PM10,CO,NO2,SO2,O3_1h,O3_8h,AQI_qualitative,Date,Hours
18,beijing,北京,154,万寿西宫,155,118,139,1.4,0,2,2,91,中度污染,2015-09-16,0
19,beijing,北京,154,东四,160,122,149,1.3,113,9,45,128,中度污染,2015-09-16,0
20,beijing,北京,154,农展馆,153,117,121,1.3,123,9,48,123,中度污染,2015-09-16,0
21,beijing,北京,154,古城,144,110,136,1.1,59,2,13,84,轻度污染,2015-09-16,0
22,beijing,北京,154,天坛,133,101,123,1.4,111,5,2,99,轻度污染,2015-09-16,0
23,beijing,北京,154,奥体中心,163,124,153,1.9,191,2,3,125,中度污染,2015-09-16,0
24,beijing,北京,154,官园,144,110,127,1.2,72,6,52,137,轻度污染,2015-09-16,0
25,beijing,北京,154,定陵,135,103,116,0.9,25,3,100,122,轻度污染,2015-09-16,0
26,beijing,北京,154,怀柔镇,143,109,0,1.1,11,3,132,178,轻度污染,2015-09-16,0
27,beijing,北京,154,昌平镇,142,108,0,1.1,31,4,125,162,轻度污染,2015-09-16,0
28,beijing,北京,154,海淀区万柳,155,118,164,1.4,137,4,2,80,中度污染,2015-09-16,0
29,beijing,北京,154,顺义新城,220,170,179,2,121,2,2,107,重度污染,2015-09-16,0
963,beijing,北京,153,万寿西宫,149,114,121,1.3,0,2,4,65,轻度污染,2015-09-16,1
964,beijing,北京,153,东四,158,120,142,1.2,103,9,46,105,中度污染,2015-09-16,1
965,beijing,北京,153,农展馆,156,119,0,1.3,117,7,42,96,中度污染,2015-09-16,1
966,beijing,北京,153,古城,134,102,106,0.8,33,2,45,63,轻度污染,2015-09-16,1
967,beijing,北京,153,天坛,142,108,120,1.3,107,5,2,68,轻度污染,2015-09-16,1
968,beijing,北京,153,奥体中心,173,131,186,2,185,2,4,94,中度污染,2015-09-16,1
969,beijing,北京,153,官园,138,105,119,1.1,64,5,53,112,轻度污染,2015-09-16,1
970,beijing,北京,153,定陵,138,105,110,0.9,23,2,95,118,轻度污染,2015-09-16,1
971,beijing,北京,153,怀柔镇,140,107,0,1.1,11,2,122,163,轻度污染,2015-09-16,1
972,beijing,北京,153,昌平镇,143,109,0,1,28,4,110,147,轻度污染,2015-09-16,1
973,beijing,北京,153,海淀区万柳,166,126,143,1.3,120,2,3,55,中度污染,2015-09-16,1
974,beijing,北京,153,顺义新城,209,159,0,1.3,57,2,26,82,重度污染,2015-09-16,1
1908,beijing,北京,162,万寿西宫,145,111,0,1.2,0,2,3,42,轻度污染,2015-09-16,2
1909,beijing,北京,162,东四,156,119,134,1.1,101,8,36,83,中度污染,2015-09-16,2
1910,beijing,北京,162,农展馆,155,118,120,1.6,131,3,10,70,中度污染,2015-09-16,2
1911,beijing,北京,162,古城,129,98,0,0.8,27,2,64,47,轻度污染,2015-09-16,2
1912,beijing,北京,162,天坛,143,109,110,1.4,83,7,2,41,轻度污染,2015-09-16,2
1913,beijing,北京,162,奥体中心,232,182,245,2.2,180,6,2,64,重度污染,2015-09-16,2
1914,beijing,北京,162,官园,155,118,146,1.5,116,5,2,82,中度污染,2015-09-16,2
1915,beijing,北京,162,定陵,132,100,0,0.9,18,2,87,113,轻度污染,2015-09-16,2
1916,beijing,北京,162,怀柔镇,147,112,0,1.1,12,2,96,145,轻度污染,2015-09-16,2
1917,beijing,北京,162,昌平镇,140,107,0,0.9,29,4,89,130,轻度污染,2015-09-16,2
1918,beijing,北京,162,海淀区万柳,202,152,0,1.2,92,3,23,34,重度污染,2015-09-16,2
1919,beijing,北京,162,顺义新城,204,154,0,0.9,30,9,15,57,重度污染,2015-09-16,2
2853,beijing,北京,172,万寿西宫,156,119,121,1.5,0,2,2,24,中度污染,2015-09-16,3
2854,beijing,北京,172,东四,199,149,196,1.7,152,5,2,60,中度污染,2015-09-16,3
2855,beijing,北京,172,农展馆,211,161,197,2.3,163,5,4,46,重度污染,2015-09-16,3
2856,beijing,北京,172,古城,114,86,0,0.9,19,2,93,43,轻度污染,2015-09-16,3
2857,beijing,北京,172,天坛,150,115,0,1.4,83,6,2,22,轻度污染,2015-09-16,3
2858,beijing,北京,172,奥体中心,215,165,174,1.7,159,4,2,39,重度污染,2015-09-16,3
2859,beijing,北京,172,官园,203,153,187,1.6,127,4,2,59,重度污染,2015-09-16,3
2860,beijing,北京,172,定陵,129,98,0,0.8,16,2,83,109,轻度污染,2015-09-16,3
2861,beijing,北京,172,怀柔镇,145,111,0,1.1,9,2,97,132,轻度污染,2015-09-16,3
2862,beijing,北京,172,昌平镇,138,105,0,0.9,26,3,94,119,轻度污染,2015-09-16,3
2863,beijing,北京,172,海淀区万柳,192,144,0,1.1,79,2,24,20,中度污染,2015-09-16,3
2864,beijing,北京,172,顺义新城,201,151,0,1,27,2,16,36,重度污染,2015-09-16,3
3798,beijing,北京,177,万寿西宫,170,129,142,1.7,0,2,2,11,中度污染,2015-09-16,4
3799,beijing,北京,177,东四,222,172,228,1.6,150,5,2,42,重度污染,2015-09-16,4
3800,beijing,北京,177,农展馆,234,184,199,2.3,147,5,2,29,重度污染,2015-09-16,4
3801,beijing,北京,177,古城,119,90,0,0.8,23,2,70,43,轻度污染,2015-09-16,4
3802,beijing,北京,177,天坛,148,113,114,1.5,63,6,3,12,轻度污染,2015-09-16,4
3803,beijing,北京,177,奥体中心,208,158,0,1.6,145,4,0,0,重度污染,2015-09-16,4
3804,beijing,北京,177,官园,211,161,186,1.7,129,4,2,42,重度污染,2015-09-16,4
3805,beijing,北京,177,定陵,129,98,0,0.8,15,2,75,100,轻度污染,2015-09-16,4
3806,beijing,北京,177,怀柔镇,139,106,0,1,11,2,79,122,轻度污染,2015-09-16,4
3807,beijing,北京,177,昌平镇,132,100,0,0.9,26,3,80,112,轻度污染,2015-09-16,4
3808,beijing,北京,177,海淀区万柳,202,152,0,1,91,2,8,12,重度污染,2015-09-16,4
3809,beijing,北京,177,顺义新城,182,137,0,0.7,29,2,17,20,中度污染,2015-09-16,4
4743,beijing,北京,177,万寿西宫,205,155,157,1.8,0,2,2,6,重度污染,2015-09-16,5
4744,beijing,北京,177,东四,218,168,176,1.7,117,4,2,29,重度污染,2015-09-16,5
4745,beijing,北京,177,农展馆,229,179,0,2.1,123,3,2,19,重度污染,2015-09-16,5
4746,beijing,北京,177,古城,118,89,0,0.7,18,2,77,46,轻度污染,2015-09-16,5
4747,beijing,北京,177,天坛,185,139,0,1.7,79,7,2,5,中度污染,2015-09-16,5
4748,beijing,北京,177,奥体中心,204,154,0,1.6,101,3,18,11,重度污染,2015-09-16,5
4749,beijing,北京,177,官园,204,154,156,1.6,113,4,2,28,重度污染,2015-09-16,5
4750,beijing,北京,177,定陵,127,96,103,0.7,25,2,70,92,轻度污染,2015-09-16,5
4751,beijing,北京,177,怀柔镇,139,106,0,1,9,2,73,112,轻度污染,2015-09-16,5
4752,beijing,北京,177,昌平镇,139,106,0,0.9,70,2,35,100,轻度污染,2015-09-16,5
4753,beijing,北京,177,海淀区万柳,176,133,0,0.9,80,2,5,9,中度污染,2015-09-16,5
4754,beijing,北京,177,顺义新城,168,127,0,1,41,2,12,14,中度污染,2015-09-16,5
5688,beijing,北京,174,万寿西宫,210,160,0,1.6,0,2,2,2,重度污染,2015-09-16,6
5689,beijing,北京,174,东四,212,162,0,1.5,81,3,19,26,重度污染,2015-09-16,6
5690,beijing,北京,174,农展馆,216,166,0,1.8,103,2,2,16,重度污染,2015-09-16,6
5691,beijing,北京,174,古城,120,91,0,0.8,16,2,82,56,轻度污染,2015-09-16,6
5692,beijing,北京,174,天坛,196,147,0,1.5,80,6,2,2,中度污染,2015-09-16,6
5693,beijing,北京,174,奥体中心,203,153,0,1.4,92,3,33,9,重度污染,2015-09-16,6
5694,beijing,北京,174,官园,201,151,0,1.5,65,4,47,26,重度污染,2015-09-16,6
5695,beijing,北京,174,定陵,122,92,0,0.7,16,2,68,85,轻度污染,2015-09-16,6
5696,beijing,北京,174,怀柔镇,138,105,0,1,8,2,75,102,轻度污染,2015-09-16,6
5697,beijing,北京,174,昌平镇,138,105,0,1,38,2,62,91,轻度污染,2015-09-16,6
5698,beijing,北京,174,海淀区万柳,165,125,0,0.9,71,2,6,9,中度污染,2015-09-16,6
5699,beijing,北京,174,顺义新城,163,124,0,1.3,37,2,26,14,中度污染,2015-09-16,6
6633,beijing,北京,165,万寿西宫,208,158,0,1.4,0,2,28,6,重度污染,2015-09-16,7
6634,beijing,北京,165,东四,198,148,0,1.4,50,4,52,26,中度污染,2015-09-16,7
6635,beijing,北京,165,农展馆,207,157,0,1.5,83,2,4,14,重度污染,2015-09-16,7
6636,beijing,北京,165,古城,127,96,107,0.8,29,2,52,62,轻度污染,2015-09-16,7
6637,beijing,北京,165,天坛,189,142,0,1.5,64,6,2,2,中度污染,2015-09-16,7
6638,beijing,北京,165,奥体中心,0,0,0,0,0,0,0,0,0,2015-09-16,7
6639,beijing,北京,165,官园,193,145,0,1.5,94,4,18,22,中度污染,2015-09-16,7
6640,beijing,北京,165,定陵,123,93,0,0.8,14,2,66,80,轻度污染,2015-09-16,7
6641,beijing,北京,165,怀柔镇,133,101,0,1.1,16,2,52,91,轻度污染,2015-09-16,7
6642,beijing,北京,165,昌平镇,128,97,0,1,32,3,72,83,轻度污染,2015-09-16,7
6643,beijing,北京,165,海淀区万柳,165,125,0,1.1,82,2,2,9,中度污染,2015-09-16,7
6644,beijing,北京,165,顺义新城,149,114,0,1.3,40,2,28,18,轻度污染,2015-09-16,7
7578,beijing,北京,166,万寿西宫,204,154,0,1.6,0,2,28,9,重度污染,2015-09-16,8
7579,beijing,北京,166,东四,189,142,0,1.4,70,4,38,25,中度污染,2015-09-16,8
7580,beijing,北京,166,农展馆,203,153,0,1.5,78,3,13,10,重度污染,2015-09-16,8
7581,beijing,北京,166,古城,133,101,139,0.9,42,2,37,65,轻度污染,2015-09-16,8
7582,beijing,北京,166,天坛,192,144,0,1.7,86,7,8,3,中度污染,2015-09-16,8
7583,beijing,北京,166,奥体中心,0,0,0,0,0,0,0,0,0,2015-09-16,8
7584,beijing,北京,166,官园,183,138,140,1.5,99,6,17,18,中度污染,2015-09-16,8
7585,beijing,北京,166,定陵,120,91,0,0.9,14,2,74,77,轻度污染,2015-09-16,8
7586,beijing,北京,166,怀柔镇,152,116,119,1.3,38,2,36,79,中度污染,2015-09-16,8
7587,beijing,北京,166,昌平镇,135,103,0,1.1,50,4,55,75,轻度污染,2015-09-16,8
7588,beijing,北京,166,海淀区万柳,163,124,0,1,71,3,16,11,中度污染,2015-09-16,8
7589,beijing,北京,166,顺义新城,152,116,0,1.3,45,2,24,20,中度污染,2015-09-16,8
8523,beijing,北京,170,万寿西宫,200,150,0,1.5,0,4,33,12,中度污染,2015-09-16,9
8524,beijing,北京,170,东四,198,148,154,1.4,64,8,50,25,中度污染,2015-09-16,9
8525,beijing,北京,170,农展馆,209,159,0,1.5,79,6,26,8,重度污染,2015-09-16,9
8526,beijing,北京,170,古城,176,133,169,1.1,40,5,56,66,中度污染,2015-09-16,9
8527,beijing,北京,170,天坛,207,157,157,1.7,98,11,23,6,重度污染,2015-09-16,9
8528,beijing,北京,170,奥体中心,129,98,0,0,0,0,0,0,轻度污染,2015-09-16,9
8529,beijing,北京,170,官园,175,132,137,1.4,72,8,56,18,中度污染,2015-09-16,9
8530,beijing,北京,170,定陵,129,98,102,0.8,20,3,94,77,轻度污染,2015-09-16,9
8531,beijing,北京,170,怀柔镇,156,119,141,1.2,44,5,52,70,中度污染,2015-09-16,9
8532,beijing,北京,170,昌平镇,147,112,0,1.2,71,6,51,67,轻度污染,2015-09-16,9
8533,beijing,北京,170,海淀区万柳,155,118,132,1,72,5,32,14,中度污染,2015-09-16,9
8534,beijing,北京,170,顺义新城,155,118,0,1.3,39,2,41,22,中度污染,2015-09-16,9
9468,beijing,北京,187,万寿西宫,207,157,0,0,0,0,0,0,重度污染,2015-09-16,10
9469,beijing,北京,187,东四,218,168,0,0,0,0,0,0,重度污染,2015-09-16,10
9470,beijing,北京,187,农展馆,234,184,0,0,0,0,0,0,重度污染,2015-09-16,10
9471,beijing,北京,187,古城,163,124,142,1,24,7,109,72,中度污染,2015-09-16,10
9472,beijing,北京,187,天坛,220,170,0,1.6,104,13,37,10,重度污染,2015-09-16,10
9473,beijing,北京,187,奥体中心,202,152,176,1.5,73,9,67,30,重度污染,2015-09-16,10
9474,beijing,北京,187,官园,189,142,151,1.5,69,12,71,27,中度污染,2015-09-16,10
9475,beijing,北京,187,定陵,138,105,118,0.9,28,6,0,0,轻度污染,2015-09-16,10
9476,beijing,北京,187,怀柔镇,148,113,141,1.2,30,8,88,69,轻度污染,2015-09-16,10
9477,beijing,北京,187,昌平镇,142,108,114,1.2,46,9,103,69,轻度污染,2015-09-16,10
9478,beijing,北京,187,海淀区万柳,186,140,155,1.2,80,8,46,17,中度污染,2015-09-16,10
9479,beijing,北京,187,顺义新城,162,123,0,1.3,32,3,72,30,中度污染,2015-09-16,10
10413,beijing,北京,199,万寿西宫,217,167,168,1.6,36,10,85,26,重度污染,2015-09-16,11
10414,beijing,北京,199,东四,232,182,185,0,0,0,0,0,重度污染,2015-09-16,11
10415,beijing,北京,199,农展馆,110,0,170,0,0,0,0,0,轻度污染,2015-09-16,11
10416,beijing,北京,199,古城,175,132,154,1,26,8,127,76,中度污染,2015-09-16,11
10417,beijing,北京,199,天坛,216,166,168,1.6,109,15,69,18,重度污染,2015-09-16,11
10418,beijing,北京,199,奥体中心,227,177,203,1.6,91,12,74,48,重度污染,2015-09-16,11
10419,beijing,北京,199,官园,213,163,166,1.6,84,13,85,37,重度污染,2015-09-16,11
10420,beijing,北京,199,定陵,158,120,139,0.9,34,8,0,0,中度污染,2015-09-16,11
10421,beijing,北京,199,怀柔镇,149,114,121,1.2,22,13,130,73,轻度污染,2015-09-16,11
10422,beijing,北京,199,昌平镇,153,117,137,1.3,52,10,110,71,中度污染,2015-09-16,11
10423,beijing,北京,199,海淀区万柳,201,151,170,1.3,66,11,88,25,重度污染,2015-09-16,11
10424,beijing,北京,199,顺义新城,198,148,0,1.3,30,7,118,42,中度污染,2015-09-16,11
11358,beijing,北京,202,万寿西宫,0,0,0,0,0,0,0,0,0,2015-09-16,12
11359,beijing,北京,202,东四,234,184,0,0,0,0,0,0,重度污染,2015-09-16,12
11360,beijing,北京,202,农展馆,110,0,170,0,0,0,0,0,轻度污染,2015-09-16,12
11361,beijing,北京,202,古城,183,138,0,1,27,12,163,88,中度污染,2015-09-16,12
11362,beijing,北京,202,天坛,227,177,0,1.5,91,18,123,33,重度污染,2015-09-16,12
11363,beijing,北京,202,奥体中心,228,178,0,1.6,82,14,127,64,重度污染,2015-09-16,12
11364,beijing,北京,202,官园,213,163,0,1.5,72,14,133,54,重度污染,2015-09-16,12
11365,beijing,北京,202,定陵,156,119,140,1.1,31,9,0,0,中度污染,2015-09-16,12
11366,beijing,北京,202,怀柔镇,156,119,131,1.2,19,15,164,84,中度污染,2015-09-16,12
11367,beijing,北京,202,昌平镇,176,133,0,1.3,34,10,158,81,中度污染,2015-09-16,12
11368,beijing,北京,202,海淀区万柳,212,162,0,1.3,54,14,140,42,重度污染,2015-09-16,12
11369,beijing,北京,202,顺义新城,195,146,0,1.2,35,9,149,59,中度污染,2015-09-16,12
12303,beijing,北京,174,万寿西宫,160,122,0,0,0,0,0,0,中度污染,2015-09-16,13
12304,beijing,北京,174,东四,201,151,0,0,0,0,0,0,重度污染,2015-09-16,13
12305,beijing,北京,174,农展馆,90,0,129,0,0,0,0,0,良,2015-09-16,13
12306,beijing,北京,174,古城,160,122,135,0.8,18,14,194,102,中度污染,2015-09-16,13
12307,beijing,北京,174,天坛,179,135,0,1.1,53,21,176,55,中度污染,2015-09-16,13
12308,beijing,北京,174,奥体中心,190,143,0,1.3,61,15,182,97,中度污染,2015-09-16,13
12309,beijing,北京,174,官园,185,139,0,1.3,50,16,181,76,中度污染,2015-09-16,13
12310,beijing,北京,174,定陵,150,115,120,0.9,18,11,206,102,轻度污染,2015-09-16,13
12311,beijing,北京,174,怀柔镇,156,119,139,1.2,18,16,191,98,中度污染,2015-09-16,13
12312,beijing,北京,174,昌平镇,169,128,0,1.2,30,11,182,99,中度污染,2015-09-16,13
12313,beijing,北京,174,海淀区万柳,178,134,0,1.1,42,15,161,61,中度污染,2015-09-16,13
12314,beijing,北京,174,顺义新城,185,139,0,1.1,39,13,167,78,中度污染,2015-09-16,13
13248,beijing,北京,151,万寿西宫,137,104,110,1,0,16,183,71,轻度污染,2015-09-16,14
13249,beijing,北京,151,东四,152,116,116,0,0,0,0,0,中度污染,2015-09-16,14
13250,beijing,北京,151,农展馆,80,0,110,0,0,0,0,0,良,2015-09-16,14
13251,beijing,北京,151,古城,127,96,105,0.7,12,13,202,118,轻度污染,2015-09-16,14
13252,beijing,北京,151,天坛,139,106,0,0.9,32,20,197,79,轻度污染,2015-09-16,14
13253,beijing,北京,151,奥体中心,152,116,0,1,38,15,217,133,中度污染,2015-09-16,14
13254,beijing,北京,151,官园,134,102,0,1,28,16,208,96,轻度污染,2015-09-16,14
13255,beijing,北京,151,定陵,156,119,124,0.9,20,11,226,133,中度污染,2015-09-16,14
13256,beijing,北京,151,怀柔镇,162,123,0,1,14,16,214,116,中度污染,2015-09-16,14
13257,beijing,北京,151,昌平镇,176,133,0,1.1,35,11,205,117,中度污染,2015-09-16,14
13258,beijing,北京,151,海淀区万柳,144,110,0,0.9,29,15,181,83,轻度污染,2015-09-16,14
13259,beijing,北京,151,顺义新城,188,141,0,1.1,45,13,181,98,中度污染,2015-09-16,14
14193,beijing,北京,141,万寿西宫,128,97,110,1,30,16,203,106,轻度污染,2015-09-16,15
14194,beijing,北京,141,东四,140,107,110,0,0,0,0,0,轻度污染,2015-09-16,15
14195,beijing,北京,141,农展馆,79,0,107,0,0,0,0,0,良,2015-09-16,15
14196,beijing,北京,141,古城,119,90,119,0.7,12,12,219,138,轻度污染,2015-09-16,15
14197,beijing,北京,141,天坛,127,96,103,0.8,23,22,216,106,轻度污染,2015-09-16,15
14198,beijing,北京,141,奥体中心,133,101,0,0.9,30,16,224,148,轻度污染,2015-09-16,15
14199,beijing,北京,141,官园,124,94,0,1,23,15,220,121,轻度污染,2015-09-16,15
14200,beijing,北京,141,定陵,149,114,127,0.9,23,10,241,168,轻度污染,2015-09-16,15
14201,beijing,北京,141,怀柔镇,152,116,118,1,22,15,226,138,中度污染,2015-09-16,15
14202,beijing,北京,141,昌平镇,172,130,0,1.2,39,12,214,135,中度污染,2015-09-16,15
14203,beijing,北京,141,海淀区万柳,119,90,0,0.8,22,14,191,107,轻度污染,2015-09-16,15
14204,beijing,北京,141,顺义新城,190,143,0,1.1,50,12,197,119,中度污染,2015-09-16,15
15138,beijing,北京,0,万寿西宫,0,0,0,0,0,0,0,0,0,2015-09-16,16
15139,beijing,北京,0,东四,0,0,0,0,0,0,0,0,0,2015-09-16,16
15140,beijing,北京,0,农展馆,0,0,0,0,0,0,0,0,0,2015-09-16,16
15141,beijing,北京,0,古城,0,0,0,0,0,0,0,0,0,2015-09-16,16
15142,beijing,北京,0,天坛,0,0,0,0,0,0,0,0,0,2015-09-16,16
15143,beijing,北京,0,奥体中心,0,0,0,0,0,0,0,0,0,2015-09-16,16
15144,beijing,北京,0,官园,0,0,0,0,0,0,0,0,0,2015-09-16,16
15145,beijing,北京,0,定陵,0,0,0,0,0,0,0,0,0,2015-09-16,16
15146,beijing,北京,0,怀柔镇,0,0,0,0,0,0,0,0,0,2015-09-16,16
15147,beijing,北京,0,昌平镇,0,0,0,0,0,0,0,0,0,2015-09-16,16
15148,beijing,北京,0,海淀区万柳,0,0,0,0,0,0,0,0,0,2015-09-16,16
15149,beijing,北京,0,顺义新城,0,0,0,0,0,0,0,0,0,2015-09-16,16
16083,beijing,北京,0,万寿西宫,0,0,0,0,0,0,0,0,0,2015-09-16,17
16084,beijing,北京,0,东四,0,0,0,0,0,0,0,0,0,2015-09-16,17
16085,beijing,北京,0,农展馆,0,0,0,0,0,0,0,0,0,2015-09-16,17
16086,beijing,北京,0,古城,0,0,0,0,0,0,0,0,0,2015-09-16,17
16087,beijing,北京,0,天坛,0,0,0,0,0,0,0,0,0,2015-09-16,17
16088,beijing,北京,0,奥体中心,0,0,0,0,0,0,0,0,0,2015-09-16,17
16089,beijing,北京,0,官园,0,0,0,0,0,0,0,0,0,2015-09-16,17
16090,beijing,北京,0,定陵,0,0,0,0,0,0,0,0,0,2015-09-16,17
16091,beijing,北京,0,怀柔镇,0,0,0,0,0,0,0,0,0,2015-09-16,17
16092,beijing,北京,0,昌平镇,0,0,0,0,0,0,0,0,0,2015-09-16,17
16093,beijing,北京,0,海淀区万柳,0,0,0,0,0,0,0,0,0,2015-09-16,17
16094,beijing,北京,0,顺义新城,0,0,0,0,0,0,0,0,0,2015-09-16,17
17028,beijing,北京,129,万寿西宫,129,98,136,1.1,37,13,167,160,轻度污染,2015-09-16,18
17029,beijing,北京,129,东四,133,101,134,0.9,34,17,173,173,轻度污染,2015-09-16,18
17030,beijing,北京,129,农展馆,134,102,115,0.9,31,17,203,203,轻度污染,2015-09-16,18
17031,beijing,北京,129,古城,127,96,146,0.9,19,14,169,179,轻度污染,2015-09-16,18
17032,beijing,北京,129,天坛,129,98,111,0.8,25,19,190,162,轻度污染,2015-09-16,18
17033,beijing,北京,129,奥体中心,123,61,195,1,50,18,191,169,轻度污染,2015-09-16,18
17034,beijing,北京,129,官园,125,95,120,1.1,28,16,187,169,轻度污染,2015-09-16,18
17035,beijing,北京,129,定陵,127,96,127,0.9,26,7,190,216,轻度污染,2015-09-16,18
17036,beijing,北京,129,怀柔镇,200,150,171,1.3,42,10,239,194,中度污染,2015-09-16,18
17037,beijing,北京,129,昌平镇,113,85,109,1,39,9,192,177,轻度污染,2015-09-16,18
17038,beijing,北京,129,海淀区万柳,120,91,108,0.9,37,16,156,153,轻度污染,2015-09-16,18
17039,beijing,北京,129,顺义新城,134,102,118,0.9,41,11,185,166,轻度污染,2015-09-16,18
17973,beijing,北京,135,万寿西宫,137,104,129,1.2,50,12,134,172,轻度污染,2015-09-16,19
17974,beijing,北京,135,东四,138,105,136,1.1,41,17,147,160,轻度污染,2015-09-16,19
17975,beijing,北京,135,农展馆,138,105,117,1,43,16,170,186,轻度污染,2015-09-16,19
17976,beijing,北京,135,古城,134,102,158,0.9,24,14,145,182,轻度污染,2015-09-16,19
17977,beijing,北京,135,天坛,127,96,116,1,36,16,154,176,轻度污染,2015-09-16,19
17978,beijing,北京,135,奥体中心,130,99,185,1.2,53,19,174,186,轻度污染,2015-09-16,19
17979,beijing,北京,135,官园,132,100,124,1.2,38,17,160,182,轻度污染,2015-09-16,19
17980,beijing,北京,135,定陵,115,87,96,0.8,22,3,142,201,轻度污染,2015-09-16,19
17981,beijing,北京,135,怀柔镇,202,152,185,1.5,60,7,175,202,重度污染,2015-09-16,19
17982,beijing,北京,135,昌平镇,120,91,123,1.1,58,8,144,182,轻度污染,2015-09-16,19
17983,beijing,北京,135,海淀区万柳,125,95,115,1,52,17,127,159,轻度污染,2015-09-16,19
17984,beijing,北京,135,顺义新城,132,100,137,1.1,85,7,107,164,轻度污染,2015-09-16,19
18918,beijing,北京,146,万寿西宫,149,114,152,1.3,60,9,109,159,轻度污染,2015-09-16,20
18919,beijing,北京,146,东四,155,118,149,1.1,49,16,130,150,中度污染,2015-09-16,20
18920,beijing,北京,146,农展馆,143,109,125,1.1,60,14,129,167,轻度污染,2015-09-16,20
18921,beijing,北京,146,古城,155,118,190,1,36,12,112,174,中度污染,2015-09-16,20
18922,beijing,北京,146,天坛,125,95,127,1.1,54,11,105,173,轻度污染,2015-09-16,20
18923,beijing,北京,146,奥体中心,137,104,175,1.2,54,19,155,190,轻度污染,2015-09-16,20
18924,beijing,北京,146,官园,140,107,150,1.3,52,15,127,180,轻度污染,2015-09-16,20
18925,beijing,北京,146,定陵,120,91,100,0.8,19,3,150,192,轻度污染,2015-09-16,20
18926,beijing,北京,146,怀柔镇,210,160,0,1.4,37,4,150,199,重度污染,2015-09-16,20
18927,beijing,北京,146,昌平镇,135,103,135,1.2,68,6,105,174,轻度污染,2015-09-16,20
18928,beijing,北京,146,海淀区万柳,134,102,134,1.1,74,15,89,151,轻度污染,2015-09-16,20
18929,beijing,北京,146,顺义新城,155,118,160,1.2,97,5,69,151,中度污染,2015-09-16,20
19863,beijing,北京,161,万寿西宫,188,141,170,1.4,74,8,85,147,中度污染,2015-09-16,21
19864,beijing,北京,161,东四,176,133,173,1.2,67,21,104,138,中度污染,2015-09-16,21
19865,beijing,北京,161,农展馆,165,125,140,1.3,79,15,95,149,中度污染,2015-09-16,21
19866,beijing,北京,161,古城,182,137,224,1.2,48,10,75,154,中度污染,2015-09-16,21
19867,beijing,北京,161,天坛,144,110,137,1.2,66,10,66,155,轻度污染,2015-09-16,21
19868,beijing,北京,161,奥体中心,153,117,187,1.4,78,16,128,182,中度污染,2015-09-16,21
19869,beijing,北京,161,官园,162,123,174,1.4,63,14,108,168,中度污染,2015-09-16,21
19870,beijing,北京,161,定陵,122,92,104,0.8,18,3,142,182,轻度污染,2015-09-16,21
19871,beijing,北京,161,怀柔镇,193,145,0,1.2,25,3,139,190,中度污染,2015-09-16,21
19872,beijing,北京,161,昌平镇,134,102,111,1.1,39,4,118,163,轻度污染,2015-09-16,21
19873,beijing,北京,161,海淀区万柳,155,118,158,1.2,102,13,59,134,中度污染,2015-09-16,21
19874,beijing,北京,161,顺义新城,166,126,160,1.2,112,4,41,130,中度污染,2015-09-16,21
20808,beijing,北京,176,万寿西宫,190,143,166,1.4,83,4,58,126,中度污染,2015-09-16,22
20809,beijing,北京,176,东四,198,148,184,1.3,96,22,68,124,中度污染,2015-09-16,22
20810,beijing,北京,176,农展馆,186,140,153,1.3,97,16,67,133,中度污染,2015-09-16,22
20811,beijing,北京,176,古城,204,154,232,1.2,63,9,36,126,重度污染,2015-09-16,22
20812,beijing,北京,176,天坛,170,129,149,1.3,80,7,35,128,中度污染,2015-09-16,22
20813,beijing,北京,176,奥体中心,190,143,208,1.5,105,19,93,161,中度污染,2015-09-16,22
20814,beijing,北京,176,官园,186,140,184,1.4,64,13,92,149,中度污染,2015-09-16,22
20815,beijing,北京,176,定陵,129,98,103,0.8,17,3,121,164,轻度污染,2015-09-16,22
20816,beijing,北京,176,怀柔镇,168,127,0,1.1,18,3,139,178,中度污染,2015-09-16,22
20817,beijing,北京,176,昌平镇,139,106,0,1,33,4,119,149,轻度污染,2015-09-16,22
20818,beijing,北京,176,海淀区万柳,179,135,173,1.3,118,10,38,110,中度污染,2015-09-16,22
20819,beijing,北京,176,顺义新城,170,129,181,1.3,123,3,13,102,中度污染,2015-09-16,22
21753,beijing,北京,180,万寿西宫,199,149,160,1.5,88,2,35,98,中度污染,2015-09-16,23
21754,beijing,北京,180,东四,207,157,191,1.5,121,20,37,110,重度污染,2015-09-16,23
21755,beijing,北京,180,农展馆,192,144,151,1.4,116,11,37,117,中度污染,2015-09-16,23
21756,beijing,北京,180,古城,195,146,219,1.3,68,5,5,90,中度污染,2015-09-16,23
21757,beijing,北京,180,天坛,173,131,146,1.3,81,7,13,94,中度污染,2015-09-16,23
21758,beijing,北京,180,奥体中心,0,0,0,0,0,0,0,0,0,2015-09-16,23
21759,beijing,北京,180,官园,195,146,183,1.4,66,11,76,125,中度污染,2015-09-16,23
21760,beijing,北京,180,定陵,133,101,110,0.8,19,4,123,145,轻度污染,2015-09-16,23
21761,beijing,北京,180,怀柔镇,170,129,0,1.2,18,2,123,161,中度污染,2015-09-16,23
21762,beijing,北京,180,昌平镇,137,104,0,1,32,4,115,132,轻度污染,2015-09-16,23
